Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaísOrigen,Cantidad,TipoVehiculo,DescMotor
Venta al público de vehículos,2022,Julio,Land Rover,Range Rover,Automóviles,De Lujo,Importado,Reino Unido,  3,,
Venta al público de vehículos,2022,Julio,Land Rover,Range Rover Evoque,Automóviles,De Lujo,Importado,Reino Unido,  115,,
Venta al público de vehículos,2022,Julio,Land Rover,Range Rover Sport,Camiones ligeros,SUV's,Importado,Reino Unido,  21,,
Venta al público de vehículos,2022,Julio,Land Rover,Range Rover Velar,Automóviles,De Lujo,Importado,Reino Unido,  10,,
Venta al público de vehículos,2022,Julio,Land Rover,Defender,Camiones ligeros,SUV's,Importado,Reino Unido,  19,,
Venta al público de vehículos,2022,Julio,Lexus,ES,Automóviles,De Lujo,Importado,Estados Unidos,  33,,
Venta al público de vehículos,2022,Julio,Lexus,LS,Automóviles,De Lujo,Importado,Japón,  5,,
Venta al público de vehículos,2022,Julio,Lexus,LX,Camiones ligeros,SUV's,Importado,Japón,  18,,
Venta al público de vehículos,2022,Julio,Lexus,NX,Camiones ligeros,SUV's,Importado,Canadá,  112,,
Venta al público de vehículos,2022,Julio,Lincoln,Corsair,Camiones ligeros,SUV's,Importado,Canadá,  51,,
Venta al público de vehículos,2022,Julio,Lincoln,Navigator,Camiones ligeros,Minivans,Importado,Estados Unidos,  30,,
Venta al público de vehículos,2022,Julio,Lincoln,AVIATOR,Camiones ligeros,SUV's,Importado,Estados Unidos,  16,,
Venta al público de vehículos,2022,Julio,Lincoln,NAUTILUS,Automóviles,De Lujo,Importado,Estados Unidos,  44,,
Venta al público de vehículos,2022,Julio,Lincoln,Aviator Grand Touring,Camiones ligeros,SUV's,Importado,Estados Unidos,  1,,
Venta al público de vehículos,2022,Julio,Mazda,CX-3,Camiones ligeros,SUV's,Importado,Japón,  514,,
Venta al público de vehículos,2022,Julio,Mazda,CX-5,Camiones ligeros,SUV's,Importado,Japón, 1 320,,
Venta al público de vehículos,2022,Julio,Mazda,Cx-7,Camiones ligeros,SUV's,Importado,Japón,-,,
Venta al público de vehículos,2022,Julio,Mazda,CX-9,Camiones ligeros,SUV's,Importado,Japón,  34,,
Venta al público de vehículos,2022,Julio,Mazda,Mazda 2,Automóviles,Subcompactos,Importado,Japón,-,,
Venta al público de vehículos,2022,Julio,Mazda,Mazda 2 Hatchback,Automóviles,Subcompactos,Nacional,México,  334,,
Venta al público de vehículos,2022,Julio,Mazda,Mazda 2 Sedán,Automóviles,Subcompactos,Nacional,México,  674,,
Venta al público de vehículos,2022,Julio,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,Importado,Japón,  294,,
Venta al público de vehículos,2022,Julio,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,Nacional,México,-,,
Venta al público de vehículos,2022,Julio,Mazda,Mazda 3 Sedán,Automóviles,Compactos,Importado,Japón,-,,
Venta al público de vehículos,2022,Julio,Mazda,Mazda 3 Sedán-,Automóviles,Compactos,Nacional,México,  747,,
Venta al público de vehículos,2022,Julio,Mazda,Mazda 5,Automóviles,Compactos,Importado,Japón,-,,
Venta al público de vehículos,2022,Julio,Mazda,Mazda 6,Automóviles,De Lujo,Importado,Japón,-,,
Venta al público de vehículos,2022,Julio,Mazda,Mx-5,Automóviles,Deportivos,Importado,Japón,  21,,
Venta al público de vehículos,2022,Julio,Mazda,CX-30,Camiones ligeros,SUV's,Nacional,México,  352,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,AMG GT,Automóviles,De Lujo,Importado,Alemania,  8,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,CLA,Automóviles,De Lujo,Importado,Hungría,  80,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase A hatchback,Automóviles,De Lujo,Importado,Alemania,  2,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase C Sedan,Automóviles,De Lujo,Importado,Alemania,  63,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase E sedan,Automóviles,De Lujo,Importado,Alemania,  9,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase G,Camiones ligeros,SUV's,Importado,Austria,  105,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase GLE,Camiones ligeros,SUV's,Importado,Estados Unidos,  227,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase GLS,Camiones ligeros,SUV's,Importado,Estados Unidos,  18,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase S sedan,Automóviles,De Lujo,Importado,Alemania,  8,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase SL,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase V,Camiones ligeros,SUV's,Importado,España,  0,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,CLS,Automóviles,De Lujo,Importado,Alemania,  7,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,GLA,Camiones ligeros,SUV's,Importado,Alemania,  73,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,GLC,Camiones ligeros,SUV's,Importado,Alemania,  158,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,SLC,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Sprinter,Camiones ligeros,SUV's,Importado,Alemania,  220,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,GLB,Camiones ligeros,SUV's,Nacional,México,  61,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase A Sedan,Automóviles,De Lujo,Importado,Alemania,  4,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase C coupe,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase E coupe,Automóviles,De Lujo,Importado,Alemania,  1,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,Clase S coupe,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,EQC,Camiones ligeros,SUV's,Importado,Alemania,  3,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,EQA,Camiones ligeros,SUV's,Importado,Alemania,  13,,
Venta al público de vehículos,2022,Julio,Mercedes Benz,EQS,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2022,Julio,MG Motor,MG5,Automóviles,Compactos,Importado,China, 1 672,,
Venta al público de vehículos,2022,Julio,MG Motor,HS,Camiones ligeros,SUV's,Importado,China,  449,,
Venta al público de vehículos,2022,Julio,MG Motor,ZS,Camiones ligeros,SUV's,Importado,China,  354,,
Venta al público de vehículos,2022,Julio,MG Motor,RX8,Camiones ligeros,SUV's,Importado,China,  138,,
Venta al público de vehículos,2022,Julio,MG Motor,GT,Automóviles,Compactos,Importado,China,  999,,
Venta al público de vehículos,2022,Julio,Mini,MINI 3 PTAS,Automóviles,De Lujo,Importado,Reino Unido,  145,,
Venta al público de vehículos,2022,Julio,Mini,MINI 5 PTAS,Automóviles,De Lujo,Importado,Reino Unido,  87,,
Venta al público de vehículos,2022,Julio,Mini,MINI CLUBMAN,Automóviles,De Lujo,Importado,Reino Unido,  6,,
Venta al público de vehículos,2022,Julio,Mini,MINI CONVERTIBLE,Automóviles,De Lujo,Importado,Reino Unido,  5,,
Venta al público de vehículos,2022,Julio,Mini,MINI COUNTRYMAN,Camiones ligeros,SUV's,Importado,Reino Unido,  36,,
Venta al público de vehículos,2022,Julio,Mini,MINI E,Automóviles,De Lujo,Importado,Reino Unido,  28,,
Venta al público de vehículos,2022,Julio,Mitsubishi Motors,L200,Camiones ligeros,Pick Ups,Importado,Tailandia,  416,,
Venta al público de vehículos,2022,Julio,Mitsubishi Motors,Mirage,Automóviles,Subcompactos,Importado,Tailandia,  0,,
Venta al público de vehículos,2022,Julio,Mitsubishi Motors,Eclipse Cross,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Mitsubishi Motors,Montero Sport,Camiones ligeros,SUV's,Importado,Tailandia,  52,,
Venta al público de vehículos,2022,Julio,Mitsubishi Motors,Outlander,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Mitsubishi Motors,Mirage G4,Automóviles,Subcompactos,Importado,Tailandia,  678,,
Venta al público de vehículos,2022,Julio,Mitsubishi Motors,Montero Limited,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Mitsubishi Motors,Outlander PHEV,Camiones ligeros,SUV's,Importado,Japón,  18,,
Venta al público de vehículos,2022,Julio,Mitsubishi Motors,Xpander,Camiones ligeros,SUV's,Importado,Indonesia,  104,,
Venta al público de vehículos,2022,Julio,MOTORNATION,BAIC BJ40,Camiones ligeros,SUV's,Importado,China,  2,,
Venta al público de vehículos,2022,Julio,MOTORNATION,BAIC X35,Camiones ligeros,SUV's,Importado,No Especificado,  1,,
Venta al público de vehículos,2022,Julio,MOTORNATION,JMC VIGUS,Camiones ligeros,Pick Ups,Importado,China,  20,,
Venta al público de vehículos,2022,Julio,MOTORNATION,CHANGAN ALSVIN,Automóviles,Subcompactos,Importado,China,  250,,
Venta al público de vehículos,2022,Julio,MOTORNATION,CHANGAN CS35PLUS,Camiones ligeros,SUV's,Importado,China,  210,,
Venta al público de vehículos,2022,Julio,MOTORNATION,CHANGAN CS55PLUS,Camiones ligeros,SUV's,Importado,China,  108,,
Venta al público de vehículos,2022,Julio,Nissan,370 Z,Automóviles,Deportivos,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Nissan,Altima,Automóviles,De Lujo,Importado,Estados Unidos,  21,,
Venta al público de vehículos,2022,Julio,Nissan,Armada,Camiones ligeros,SUV's,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,Nissan,Cabstar Mediano,Camiones ligeros,Pick Ups,Importado,España,  0,,
Venta al público de vehículos,2022,Julio,Nissan,Frontier V6,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  45,,
Venta al público de vehículos,2022,Julio,Nissan,GT-R,Automóviles,Deportivos,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Nissan,Juke,Automóviles,Compactos,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Nissan,Kicks,Camiones ligeros,SUV's,Nacional,México,  559,,
Venta al público de vehículos,2022,Julio,Nissan,Leaf,Automóviles,Compactos,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Nissan,March,Automóviles,Subcompactos,Nacional,México, 1 759,,
Venta al público de vehículos,2022,Julio,Nissan,Maxima,Automóviles,De Lujo,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Nissan,Murano,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Nissan,Note,Automóviles,Compactos,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,Nissan,NP300,Camiones ligeros,Pick Ups,Nacional,México, 2 547,,
Venta al público de vehículos,2022,Julio,Nissan,NV 200 Cargo,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,Nissan,NV2500 V6 Toldo Alto,Camiones ligeros,Minivans,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,Nissan,Pathfinder,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Nissan,Sentra,Automóviles,Compactos,Nacional,México, 1 399,,
Venta al público de vehículos,2022,Julio,Nissan,Tiida Sedan,Automóviles,Compactos,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,Nissan,Titan,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,Nissan,Urvan Panel,Camiones ligeros,SUV's,Importado,Japón,  31,,
Venta al público de vehículos,2022,Julio,Nissan,Urvan Pasajeros,Camiones ligeros,SUV's,Importado,Japón,  167,,
Venta al público de vehículos,2022,Julio,Nissan,Versa,Automóviles,Compactos,Nacional,México, 2 771,,
Venta al público de vehículos,2022,Julio,Nissan,Xtrail,Camiones ligeros,SUV's,Importado,Japón,  84,,
Venta al público de vehículos,2022,Julio,Peugeot,208,Automóviles,Subcompactos,Importado,Francia,  9,,
Venta al público de vehículos,2022,Julio,Peugeot,301,Automóviles,Subcompactos,Importado,España,  9,,
Venta al público de vehículos,2022,Julio,Peugeot,2008,Camiones ligeros,SUV's,Importado,Francia,  52,,
Venta al público de vehículos,2022,Julio,Peugeot,3008,Camiones ligeros,SUV's,Importado,Francia,  119,,
Venta al público de vehículos,2022,Julio,Peugeot,5008,Camiones ligeros,SUV's,Importado,Francia,  36,,
Venta al público de vehículos,2022,Julio,Peugeot,Manager Hdi,Camiones ligeros,Pick Ups,Importado,Italia,  2,,
Venta al público de vehículos,2022,Julio,Peugeot,Partner,Camiones ligeros,Pick Ups,Importado,España,  4,,
Venta al público de vehículos,2022,Julio,Peugeot,RIFTER,Camiones ligeros,Pick Ups,Importado,España,  37,,
Venta al público de vehículos,2022,Julio,Porsche,718 Boxster,Automóviles,Deportivos,Importado,Alemania,  0,,
Venta al público de vehículos,2022,Julio,Porsche,Cayenne,Camiones ligeros,SUV's,Importado,Alemania,  46,,
Venta al público de vehículos,2022,Julio,Porsche,Cayman,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2022,Julio,Porsche,Macan,Camiones ligeros,SUV's,Importado,Alemania,  41,,
Venta al público de vehículos,2022,Julio,Porsche,Panamera,Automóviles,De Lujo,Importado,Alemania,  3,,
Venta al público de vehículos,2022,Julio,Porsche,911 Carrera / Turbo / GT,Automóviles,Deportivos,Importado,Alemania,  12,,
Venta al público de vehículos,2022,Julio,Porsche,Taycan,Automóviles,Deportivos,Importado,Alemania,  7,,
Venta al público de vehículos,2022,Julio,Renault,Captur,Camiones ligeros,SUV's,Importado,Brasil,  76,,
Venta al público de vehículos,2022,Julio,Renault,Duster,Camiones ligeros,SUV's,Importado,Colombia,  460,,
Venta al público de vehículos,2022,Julio,Renault,Kangoo,Camiones ligeros,Pick Ups,Importado,Argentina,  562,,
Venta al público de vehículos,2022,Julio,Renault,Koleos,Camiones ligeros,SUV's,Importado,Corea del Sur,  247,,
Venta al público de vehículos,2022,Julio,Renault,Oroch,Camiones ligeros,Pick Ups,Importado,Brasil,  131,,
Venta al público de vehículos,2022,Julio,Renault,Stepway,Automóviles,Compactos,Importado,Colombia,  179,,
Venta al público de vehículos,2022,Julio,Renault,Kwid,Automóviles,Subcompactos,Importado,Brasil,  727,,
Venta al público de vehículos,2022,Julio,Renault,Kangoo ZE,Camiones ligeros,Pick Ups,Importado,Argentina,  6,,
Venta al público de vehículos,2022,Julio,SEAT,Arona,Camiones ligeros,SUV's,Importado,España,  466,,
Venta al público de vehículos,2022,Julio,SEAT,Ateca,Camiones ligeros,SUV's,Importado,República Checa,  173,,
Venta al público de vehículos,2022,Julio,SEAT,Ibiza 4 Ptas,Automóviles,Subcompactos,Importado,España,  237,,
Venta al público de vehículos,2022,Julio,SEAT,Leon,Automóviles,Deportivos,Importado,España,  248,,
Venta al público de vehículos,2022,Julio,SEAT,Tarraco,Camiones ligeros,SUV's,Importado,Alemania,  12,,
Venta al público de vehículos,2022,Julio,SEAT,CUPRA Formentor,Camiones ligeros,SUV's,Importado,España,  407,,
Venta al público de vehículos,2022,Julio,Subaru,Forester,Camiones ligeros,SUV's,Importado,Japón,  24,,
Venta al público de vehículos,2022,Julio,Subaru,Outback,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Subaru,Subaru BRZ,Automóviles,Deportivos,Importado,Japón,  8,,
Venta al público de vehículos,2022,Julio,Subaru,WRX,Automóviles,Deportivos,Importado,Japón,  9,,
Venta al público de vehículos,2022,Julio,Subaru,WRX STI,Automóviles,Deportivos,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Subaru,XV,Camiones ligeros,SUV's,Importado,Japón,  39,,
Venta al público de vehículos,2022,Julio,Suzuki,Ciaz,Automóviles,Compactos,Importado,India,  82,,
Venta al público de vehículos,2022,Julio,Suzuki,Ignis,Automóviles,Subcompactos,Importado,Japón,  828,,
Venta al público de vehículos,2022,Julio,Suzuki,Vitara,Camiones ligeros,SUV's,Importado,Hungría,  287,,
Venta al público de vehículos,2022,Julio,Suzuki,S Cross,Camiones ligeros,SUV's,Importado,Hungría,  47,,
Venta al público de vehículos,2022,Julio,Suzuki,Swift,Automóviles,Subcompactos,Importado,Japón, 1 310,,
Venta al público de vehículos,2022,Julio,Suzuki,Ertiga,Automóviles,Compactos,Importado,Indonesia,  379,,
Venta al público de vehículos,2022,Julio,Suzuki,JIMNY,Camiones ligeros,SUV's,Importado,Japón,  596,,
Venta al público de vehículos,2022,Julio,Suzuki,Baleno,Automóviles,Subcompactos,Importado,India,  69,,
Venta al público de vehículos,2022,Julio,Toyota,Avanza,Automóviles,Compactos,Importado,Indonesia,  632,,
Venta al público de vehículos,2022,Julio,Toyota,Camry,Automóviles,De Lujo,Importado,Estados Unidos,  165,,
Venta al público de vehículos,2022,Julio,Toyota,C-HR,Camiones ligeros,SUV's,Importado,Turquía,  0,,
Venta al público de vehículos,2022,Julio,Toyota,Corolla,Automóviles,Compactos,Importado,Estados Unidos,  945,,
Venta al público de vehículos,2022,Julio,Toyota,Hiace P,Camiones ligeros,SUV's,Importado,Japón,  190,,
Venta al público de vehículos,2022,Julio,Toyota,Hiace V,Camiones ligeros,SUV's,Importado,Japón,  67,,
Venta al público de vehículos,2022,Julio,Toyota,Highlander,Camiones ligeros,SUV's,Importado,Estados Unidos,  190,,
Venta al público de vehículos,2022,Julio,Toyota,Hilux Dc,Camiones ligeros,Pick Ups,Importado,Tailandia, 1 309,,
Venta al público de vehículos,2022,Julio,Toyota,Lcruiser,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Toyota,Prius,Automóviles,De Lujo,Importado,Japón,  251,,
Venta al público de vehículos,2022,Julio,Toyota,Prius-C,Automóviles,Subcompactos,Importado,Japón,  0,,
